632	全局阶段：固定 26388 条边，起点候选 45 / 30099 (0.1%)
634	全局阶段：固定 0 条边，起点候选 30650 / 30650 (100.0%)
636	全局阶段：固定 26856 条边，起点候选 9 / 30536 (0.0%)
638	全局阶段：固定 26252 条边，起点候选 41 / 30996 (0.1%)
640	全局阶段：固定 26156 条边，起点候选 130 / 31177 (0.4%)
642	全局阶段：固定 25868 条边，起点候选 54 / 31313 (0.2%)
644	全局阶段：固定 26447 条边，起点候选 149 / 31088 (0.5%)
646	全局阶段：固定 28553 条边，起点候选 55 / 31555 (0.2%)
648	全局阶段：固定 26749 条边，起点候选 17 / 31887 (0.1%)
650	全局阶段：固定 27836 条边，起点候选 85 / 31785 (0.3%)
652	全局阶段：固定 28742 条边，起点候选 61 / 32219 (0.2%)
654	全局阶段：固定 28139 条边，起点候选 18 / 32628 (0.1%)
656	全局阶段：固定 27802 条边，起点候选 84 / 32554 (0.3%)
658	全局阶段：固定 27363 条边，起点候选 127 / 32689 (0.4%)
660	全局阶段：固定 28519 条边，起点候选 64 / 32984 (0.2%)
700	全局阶段：固定 31372 条边，起点候选 119 / 37045 (0.3%)
702	全局阶段：固定 32204 条边，起点候选 189 / 37537 (0.5%)
704	全局阶段：固定 31211 条边，起点候选 15 / 37399 (0.0%)
706	全局阶段：固定 32624 条边，起点候选 14 / 37724 (0.0%)
708	全局阶段：固定 31400 条边，起点候选 68 / 38036 (0.2%)
710	全局阶段：固定 32589 条边，起点候选 39 / 38413 (0.1%)
712	全局阶段：固定 32177 条边，起点候选 70 / 38361 (0.2%)
714	全局阶段：固定 31692 条边，起点候选 85 / 38542 (0.2%)
716	全局阶段：固定 32206 条边，起点候选 154 / 38570 (0.4%)
718	全局阶段：固定 33469 条边，起点候选 49 / 39321 (0.1%)
720	全局阶段：固定 32561 条边，起点候选 206 / 39147 (0.5%)
722	全局阶段：固定 33832 条边，起点候选 92 / 39626 (0.2%)
724	全局阶段：固定 34359 条边，起点候选 76 / 39685 (0.2%)
726	全局阶段：固定 33675 条边，起点候选 38 / 39915 (0.1%)
728	全局阶段：固定 34053 条边，起点候选 2 / 40218 (0.0%)
730	全局阶段：固定 34071 条边，起点候选 16 / 40022 (0.0%)
732	全局阶段：固定 33213 条边，起点候选 167 / 40800 (0.4%)
734	全局阶段：固定 33860 条边，起点候选 80 / 40575 (0.2%)
736	全局阶段：固定 0 条边，起点候选 40942 / 40942 (100.0%)
738	全局阶段：固定 34625 条边，起点候选 66 / 41276 (0.2%)
740	全局阶段：固定 35527 条边，起点候选 48 / 41203 (0.1%)
742	全局阶段：固定 36238 条边，起点候选 223 / 41600 (0.5%)
744	全局阶段：固定 0 条边，起点候选 41898 / 41898 (100.0%)
746	全局阶段：固定 35435 条边，起点候选 26 / 42193 (0.1%)
748	全局阶段：固定 0 条边，起点候选 42398 / 42398 (100.0%)
750	全局阶段：固定 34890 条边，起点候选 15 / 42878 (0.0%)
752	全局阶段：固定 35966 条边，起点候选 42 / 42896 (0.1%)
754	全局阶段：固定 36181 条边，起点候选 96 / 42867 (0.2%)
756	全局阶段：固定 36860 条边，起点候选 25 / 43469 (0.1%)
758	全局阶段：固定 35297 条边，起点候选 18 / 43667 (0.0%)
760	全局阶段：固定 36738 条边，起点候选 75 / 43423 (0.2%)
762	全局阶段：固定 37047 条边，起点候选 133 / 43915 (0.3%)
764	全局阶段：固定 38668 条边，起点候选 24 / 44058 (0.1%)
766	全局阶段：固定 37951 条边，起点候选 34 / 44381 (0.1%)
768	全局阶段：固定 37474 条边，起点候选 12 / 44420 (0.0%)
770	全局阶段：固定 0 条边，起点候选 44924 / 44924 (100.0%)
772	全局阶段：固定 36915 条边，起点候选 43 / 45311 (0.1%)
774	全局阶段：固定 38554 条边，起点候选 7 / 45334 (0.0%)
776	全局阶段：固定 37908 条边，起点候选 58 / 45290 (0.1%)
778	全局阶段：固定 39465 条边，起点候选 122 / 45779 (0.3%)
780	全局阶段：固定 38318 条边，起点候选 105 / 46016 (0.2%)
782	全局阶段：固定 38350 条边，起点候选 22 / 46489 (0.0%)
784	全局阶段：固定 38656 条边，起点候选 18 / 46866 (0.0%)
786	全局阶段：固定 39760 条边，起点候选 50 / 46936 (0.1%)
788	全局阶段：固定 39998 条边，起点候选 56 / 46800 (0.1%)
790	全局阶段：固定 40825 条边，起点候选 49 / 47346 (0.1%)
792	全局阶段：固定 39701 条边，起点候选 43 / 47490 (0.1%)
794	全局阶段：固定 0 条边，起点候选 47546 / 47546 (100.0%)
796	全局阶段：固定 40675 条边，起点候选 151 / 48181 (0.3%)
798	全局阶段：固定 40074 条边，起点候选 8 / 47927 (0.0%)
800	全局阶段：固定 41544 条边，起点候选 117 / 48185 (0.2%)
802	全局阶段：固定 41289 条边，起点候选 92 / 48747 (0.2%)
804	全局阶段：固定 41376 条边，起点候选 162 / 48762 (0.3%)
806	全局阶段：固定 41108 条边，起点候选 21 / 49180 (0.0%)
808	全局阶段：固定 41205 条边，起点候选 20 / 49333 (0.0%)
810	全局阶段：固定 40104 条边，起点候选 36 / 50030 (0.1%)
812	全局阶段：固定 42008 条边，起点候选 21 / 49878 (0.0%)
