84,35
85,30
85,32
85,34
86,27
86,29
86,31
86,35
86,41
86,45
87,29
87,35
87,36
88,35
88,41
88,43
88,45
89,41
89,47
90,46
90,48
92,41
92,42
92,43
92,47
92,57
93,40
93,41
93,42
94,45
94,46
94,73
95,40
95,45
95,46
96,43
96,44
96,45
97,54
98,51
98,53
98,55
99,39
99,50
99,64
99,113
100,40
100,53
100,73
101,50
102,32
102,53
102,90
102,96
102,118
102,120
103,37
103,42
103,44
103,52
103,87
103,97
104,32
104,34
104,36
104,39
104,45
104,53
104,55
104,73
104,88
104,90
105,46
105,52
105,54
105,85
105,89
106,41
106,45
106,47
106,55
106,57
106,90
107,32
107,58
108,47
108,55
108,59
108,92
108,178
109,60
109,93
110,61
110,92
111,79
112,78
112,166
113,77
113,79
115,75
116,73
116,74
117,74
117,79
118,73
118,74
118,75
119,76
120,74
122,74
122,75
159,62
161,62
161,64
164,189
169,58
169,60
170,57
171,56
171,58
171,62
172,61
172,75
172,77
173,76
173,80
174,57
175,54
175,56
175,80
176,81
177,78
177,80
177,82
178,81
179,82
180,51
180,65
181,66
181,68
182,65
182,67
182,78
183,64
183,65
183,66
183,77
184,63
184,64
184,65
184,66
184,68
184,70
184,78
185,59
185,60
185,62
185,66
185,69
186,59
186,60
186,69
186,70
187,58
187,61
187,62
187,63
187,65
187,66
187,68
187,69
187,71
188,50
188,58
188,59
188,60
188,61
188,62
188,66
188,68
188,78
188,82
189,52
189,58
189,64
189,66
189,67
189,68
189,70
189,71
189,72
189,79
190,52
190,53
190,56
190,60
190,68
190,73
190,79
190,80
190,81
190,82
191,52
191,53
191,54
191,55
191,56
191,63
191,77
191,78
191,79
191,81
191,82
191,189
192,50
192,52
192,53
192,54
192,56
192,57
192,58
192,70
192,71
192,76
192,78
192,79
192,80
193,51
193,54
193,55
193,56
193,57
193,58
193,59
193,71
193,73
193,78
193,79
193,80
194,50
194,52
194,53
194,60
194,61
194,73
194,74
194,75
194,79
195,49
195,52
195,53
195,56
195,60
195,61
195,68
195,73
195,74
195,75
196,40
196,47
196,53
196,57
196,60
196,61
196,65
196,66
196,70
196,71
196,72
196,75
196,80
197,45
197,47
197,50
197,55
197,57
197,60
197,61
197,62
197,64
197,65
197,66
197,72
197,73
197,74
197,76
197,78
198,37
198,45
198,46
198,47
198,50
198,55
198,56
198,57
198,58
198,60
198,63
198,67
198,68
198,69
198,71
198,72
198,79
199,30
199,31
199,32
199,33
199,35
199,40
199,44
199,47
199,52
199,54
199,55
199,57
199,58
199,64
199,65
199,66
199,67
199,69
199,70
200,32
200,33
200,34
200,35
200,37
200,39
200,45
200,46
200,47
200,48
200,51
200,53
200,54
200,56
200,57
200,58
200,59
200,60
200,65
200,67
200,68
200,69
200,75
200,76
201,32
201,33
201,34
201,38
201,40
201,43
201,44
201,45
201,46
201,49
201,50
201,51
201,54
201,58
201,59
201,63
201,64
201,65
201,66
201,67
201,68
201,73
201,75
201,76
201,182
202,41
202,42
202,43
202,46
202,50
202,55
202,59
202,64
202,66
202,67
202,68
202,69
202,70
202,71
202,72
202,73
202,77
202,88
202,92
202,179
203,39
203,40
203,41
203,42
203,43
203,44
203,45
203,50
203,51
203,52
203,53
203,54
203,58
203,61
203,63
203,64
203,65
203,66
203,67
203,69
203,70
203,71
203,76
203,87
204,34
204,39
204,40
204,41
204,42
204,43
204,46
204,50
204,51
204,52
204,53
204,61
204,63
204,64
204,65
204,67
204,68
204,69
204,70
204,71
204,74
205,16
205,34
205,35
205,44
205,45
205,51
205,62
205,64
205,65
205,66
205,69
205,70
205,71
205,72
205,73
205,74
205,78
206,43
206,44
206,45
206,54
206,59
206,64
206,67
206,69
206,72
206,77
206,79
206,91
206,93
207,21
207,22
207,42
207,43
207,44
207,45
207,48
207,59
207,69
207,71
207,87
207,89
207,93
208,11
208,22
208,44
208,48
208,49
208,57
208,58
208,59
208,60
208,66
208,67
208,68
208,72
208,73
208,80
208,85
208,87
208,88
208,95
208,97
209,13
209,23
209,39
209,46
209,47
209,48
209,59
209,60
209,64
209,66
209,67
209,68
209,78
209,86
209,88
210,37
210,40
210,52
210,58
210,65
210,66
210,67
210,77
210,78
210,87
210,89
211,15
211,35
211,36
211,40
211,41
211,87
211,88
211,181
212,35
212,40
212,41
212,43
212,44
212,45
212,48
212,49
212,50
212,53
212,56
212,58
212,61
212,64
212,65
212,67
213,35
213,36
213,37
213,40
213,41
213,43
213,44
213,46
213,48
213,54
213,55
213,57
213,64
213,99
214,17
214,38
214,39
214,41
214,42
214,44
214,48
214,56
214,57
214,94
214,98
214,99
214,185
215,16
215,35
215,36
215,37
215,38
215,39
215,40
215,41
215,42
215,44
215,45
215,49
215,53
215,56
215,58
215,62
215,93
215,95
215,98
216,8
216,9
216,25
216,26
216,35
216,38
216,39
216,45
216,51
216,56
216,83
216,92
216,94
216,98
217,8
217,23
217,33
217,40
217,42
217,43
217,44
217,45
217,95
217,96
217,98
218,12
218,26
218,29
218,32
218,33
218,34
218,40
218,41
218,42
218,43
218,44
218,45
218,85
218,87
218,96
218,97
219,21
219,22
219,23
219,38
219,40
219,42
219,45
219,94
219,96
219,97
219,98
220,22
220,29
220,39
220,96
221,13
221,21
221,22
221,23
221,92
222,22
222,23
222,25
222,34
222,93
222,102
223,23
223,34
223,89
224,34
224,35
225,34
226,1
227,46
230,73
230,177
231,46
232,175
234,172
237,40
237,56
237,58
237,61
238,37
238,61
239,27
239,34
239,61
239,64
240,59
240,61
241,27
241,58
241,59
241,61
241,62
241,64
242,59
242,64
243,30
243,32
243,34
243,60
243,61
243,63
243,64
245,38
246,53
253,44
255,50
